snapshot_id,citation_key,doi,retrieved_utc,source_url,local_path,file_size_bytes,sha256,completion
crossref_20260924T085737Z,dinapoli2021era5heat,10.1002/gdj3.102,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1002%2Fgdj3.102,data/raw/references/crossref_20260924T085737Z/dinapoli2021era5heat.json,11333,39e89f11ab6d9262d2265f8b5d1618fe864d182dba04bacbbfbd1ef2ee6e60b4,complete
crossref_20260924T085737Z,flanner2009anthropogenic,10.1029/2008GL036465,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1029%2F2008GL036465,data/raw/references/crossref_20260924T085737Z/flanner2009anthropogenic.json,5555,25000842405a9e9dc61e4dc00d5c5e3f3b3df97d8728ba9b88aaf14691256c6b,complete
crossref_20260924T085737Z,chen2004anthropogenic,10.1029/2004GL019852,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1029%2F2004GL019852,data/raw/references/crossref_20260924T085737Z/chen2004anthropogenic.json,5535,0d9ba3af97d68aa6b8afda284a76a3bb76b04c279075f097ee89677ebbc96040,complete
crossref_20260924T085737Z,li2022allocation,10.1016/j.cie.2022.108448,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1016%2Fj.cie.2022.108448,data/raw/references/crossref_20260924T085737Z/li2022allocation.json,16957,36667968b2d3ee6db0db5aa149b5d001433b5e38f308b8bc2b4e3dcd7208b875,complete
crossref_20260924T085737Z,guelpa2019storage,10.1016/j.apenergy.2019.113474,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1016%2Fj.apenergy.2019.113474,data/raw/references/crossref_20260924T085737Z/guelpa2019storage.json,86821,db21563320709fb217d3ee39767200e4c509796ad18defb749088455b5eb05bc,complete
crossref_20260924T085737Z,lund2014district,10.1016/j.energy.2014.02.089,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1016%2Fj.energy.2014.02.089,data/raw/references/crossref_20260924T085737Z/lund2014district.json,24783,cc77b6b198909e0180321d6ac2859c8892393a30d3870866499b58a5b6c2f1df,complete
crossref_20260924T085737Z,peyre2019transport,10.1561/2200000073,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1561%2F2200000073,data/raw/references/crossref_20260924T085737Z/peyre2019transport.json,117801,84917c6eeb4dc5c751b8547aae07f3977d23e1868a0458b882f66795f2651494,complete
crossref_20260924T085737Z,john2022oceanmover,10.1098/rspa.2021.0875,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1098%2Frspa.2021.0875,data/raw/references/crossref_20260924T085737Z/john2022oceanmover.json,16264,3a9ef2ba1978c2b4705150cd07a5ad6b44cefe9e336cdc2eb7925f06a3fccbaa,complete
crossref_20260924T085737Z,parno2019seaice,10.1029/2019GL083037,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1029%2F2019GL083037,data/raw/references/crossref_20260924T085737Z/parno2019seaice.json,8569,555eacff8aacb487fe61eefdf4ef402a95fd88586389cfb98d3c0d8cafac4319,complete
crossref_20260924T085737Z,vissio2020wasserstein,10.1029/2020GL089385,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1029%2F2020GL089385,data/raw/references/crossref_20260924T085737Z/vissio2020wasserstein.json,10567,28162cdaa6c5b688efd26e27ef9e632ebacb33760af364d5bf3f73a036bbdef1,complete
crossref_20260924T085737Z,buzan2015heatstress,10.5194/gmd-8-151-2015,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.5194%2Fgmd-8-151-2015,data/raw/references/crossref_20260924T085737Z/buzan2015heatstress.json,37639,7e6b619009ff45a0310fc61ad59aadd9465eeba7893287d51def36379068df90,complete
crossref_20260924T085737Z,liljegren2008wbgt,10.1080/15459620802310770,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1080%2F15459620802310770,data/raw/references/crossref_20260924T085737Z/liljegren2008wbgt.json,5117,e9eac59417be2a3677e66c6aa7877e4bfb710358065abe3da051c1217fcf8a63,complete
crossref_20260924T085737Z,raymond2020heat,10.1126/sciadv.aaw1838,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1126%2Fsciadv.aaw1838,data/raw/references/crossref_20260924T085737Z/raymond2020heat.json,9086,f2f0dd928f4438b604a0020810e36f612f34309c455df7862f0c1031124f985a,complete
crossref_20260924T085737Z,mora2017deadlyheat,10.1038/nclimate3322,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1038%2Fnclimate3322,data/raw/references/crossref_20260924T085737Z/mora2017deadlyheat.json,16990,28a583986b8d2c9cfb377edd2b771fa00fc683fcf60ec61f89cefd5b1edd4ffb,complete
crossref_20260924T085737Z,loeb2018ceres,10.1175/JCLI-D-17-0208.1,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1175%2FJCLI-D-17-0208.1,data/raw/references/crossref_20260924T085737Z/loeb2018ceres.json,10838,7ee5836aa4023c8499bcd15c8c23653be37f2ff1078f53e9ea9c0dd74fea74c2,complete
crossref_20260924T085737Z,raman2014radiative,10.1038/nature13883,2026-09-24T08:57:37+00:00,https://api.crossref.org/works/10.1038%2Fnature13883,data/raw/references/crossref_20260924T085737Z/raman2014radiative.json,16368,6fbe55d6b904dad2e2abb2c7076326659624234c1ea19c14d3e774d6169c1b6c,complete
crossref_20260924T091355Z,kalnay1996ncep,10.1175/1520-0477(1996)077<0437:TNYRP>2.0.CO;2,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1175%2F1520-0477%281996%29077%3C0437%3ATNYRP%3E2.0.CO%3B2,data/raw/references/crossref_20260924T091355Z/kalnay1996ncep.json,4607,ea394247e966f43ea627e62a0ef838742b3dacf1a4bc62700365b754ce96d30c,complete
crossref_20260924T091355Z,tatem2017worldpop,10.1038/sdata.2017.1,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1038%2Fsdata.2017.1,data/raw/references/crossref_20260924T091355Z/tatem2017worldpop.json,37577,42a0f1ca7f05b405deea50e0ca112e9cd48d0a44da3e430dda18dfe9f2bce31c,complete
crossref_20260924T091355Z,hersbach2020era5,10.1002/qj.3803,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1002%2Fqj.3803,data/raw/references/crossref_20260924T091355Z/hersbach2020era5.json,42688,32292c3e570c1c4926e818c989fdaecbdce36465d2ef4f3326c59c89d8a12bc8,complete
crossref_20260924T091355Z,dinapoli2021era5heat,10.1002/gdj3.102,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1002%2Fgdj3.102,data/raw/references/crossref_20260924T091355Z/dinapoli2021era5heat.json,11333,39e89f11ab6d9262d2265f8b5d1618fe864d182dba04bacbbfbd1ef2ee6e60b4,complete
crossref_20260924T091355Z,flanner2009anthropogenic,10.1029/2008GL036465,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1029%2F2008GL036465,data/raw/references/crossref_20260924T091355Z/flanner2009anthropogenic.json,5555,25000842405a9e9dc61e4dc00d5c5e3f3b3df97d8728ba9b88aaf14691256c6b,complete
crossref_20260924T091355Z,chen2004anthropogenic,10.1029/2004GL019852,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1029%2F2004GL019852,data/raw/references/crossref_20260924T091355Z/chen2004anthropogenic.json,5535,0d9ba3af97d68aa6b8afda284a76a3bb76b04c279075f097ee89677ebbc96040,complete
crossref_20260924T091355Z,li2022allocation,10.1016/j.cie.2022.108448,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1016%2Fj.cie.2022.108448,data/raw/references/crossref_20260924T091355Z/li2022allocation.json,16957,36667968b2d3ee6db0db5aa149b5d001433b5e38f308b8bc2b4e3dcd7208b875,complete
crossref_20260924T091355Z,guelpa2019storage,10.1016/j.apenergy.2019.113474,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1016%2Fj.apenergy.2019.113474,data/raw/references/crossref_20260924T091355Z/guelpa2019storage.json,86821,db21563320709fb217d3ee39767200e4c509796ad18defb749088455b5eb05bc,complete
crossref_20260924T091355Z,lund2014district,10.1016/j.energy.2014.02.089,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1016%2Fj.energy.2014.02.089,data/raw/references/crossref_20260924T091355Z/lund2014district.json,24783,cc77b6b198909e0180321d6ac2859c8892393a30d3870866499b58a5b6c2f1df,complete
crossref_20260924T091355Z,peyre2019transport,10.1561/2200000073,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1561%2F2200000073,data/raw/references/crossref_20260924T091355Z/peyre2019transport.json,117801,84917c6eeb4dc5c751b8547aae07f3977d23e1868a0458b882f66795f2651494,complete
crossref_20260924T091355Z,john2022oceanmover,10.1098/rspa.2021.0875,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1098%2Frspa.2021.0875,data/raw/references/crossref_20260924T091355Z/john2022oceanmover.json,16264,3a9ef2ba1978c2b4705150cd07a5ad6b44cefe9e336cdc2eb7925f06a3fccbaa,complete
crossref_20260924T091355Z,parno2019seaice,10.1029/2019GL083037,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1029%2F2019GL083037,data/raw/references/crossref_20260924T091355Z/parno2019seaice.json,8569,555eacff8aacb487fe61eefdf4ef402a95fd88586389cfb98d3c0d8cafac4319,complete
crossref_20260924T091355Z,vissio2020wasserstein,10.1029/2020GL089385,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1029%2F2020GL089385,data/raw/references/crossref_20260924T091355Z/vissio2020wasserstein.json,10567,28162cdaa6c5b688efd26e27ef9e632ebacb33760af364d5bf3f73a036bbdef1,complete
crossref_20260924T091355Z,buzan2015heatstress,10.5194/gmd-8-151-2015,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.5194%2Fgmd-8-151-2015,data/raw/references/crossref_20260924T091355Z/buzan2015heatstress.json,37639,7e6b619009ff45a0310fc61ad59aadd9465eeba7893287d51def36379068df90,complete
crossref_20260924T091355Z,liljegren2008wbgt,10.1080/15459620802310770,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1080%2F15459620802310770,data/raw/references/crossref_20260924T091355Z/liljegren2008wbgt.json,5117,e9eac59417be2a3677e66c6aa7877e4bfb710358065abe3da051c1217fcf8a63,complete
crossref_20260924T091355Z,stull2011wetbulb,10.1175/JAMC-D-11-0143.1,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1175%2FJAMC-D-11-0143.1,data/raw/references/crossref_20260924T091355Z/stull2011wetbulb.json,3745,6476fee7931bc435f07688e3bc41b6f96051424c4b8e0377587eba3ef80d2524,complete
crossref_20260924T091355Z,raymond2020heat,10.1126/sciadv.aaw1838,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1126%2Fsciadv.aaw1838,data/raw/references/crossref_20260924T091355Z/raymond2020heat.json,9086,f2f0dd928f4438b604a0020810e36f612f34309c455df7862f0c1031124f985a,complete
crossref_20260924T091355Z,mora2017deadlyheat,10.1038/nclimate3322,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1038%2Fnclimate3322,data/raw/references/crossref_20260924T091355Z/mora2017deadlyheat.json,16990,28a583986b8d2c9cfb377edd2b771fa00fc683fcf60ec61f89cefd5b1edd4ffb,complete
crossref_20260924T091355Z,loeb2018ceres,10.1175/JCLI-D-17-0208.1,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1175%2FJCLI-D-17-0208.1,data/raw/references/crossref_20260924T091355Z/loeb2018ceres.json,10838,7ee5836aa4023c8499bcd15c8c23653be37f2ff1078f53e9ea9c0dd74fea74c2,complete
crossref_20260924T091355Z,raman2014radiative,10.1038/nature13883,2026-09-24T09:13:55+00:00,https://api.crossref.org/works/10.1038%2Fnature13883,data/raw/references/crossref_20260924T091355Z/raman2014radiative.json,16368,6fbe55d6b904dad2e2abb2c7076326659624234c1ea19c14d3e774d6169c1b6c,complete
crossref_20260925T080321Z,kalnay1996ncep,10.1175/1520-0477(1996)077<0437:TNYRP>2.0.CO;2,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1175%2F1520-0477%281996%29077%3C0437%3ATNYRP%3E2.0.CO%3B2,data/raw/references/crossref_20260925T080321Z/kalnay1996ncep.json,4607,03262202be3ff48218f6343976c594209f93c8ddace374a0820c950a8c03a91c,complete
crossref_20260925T080321Z,tatem2017worldpop,10.1038/sdata.2017.1,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1038%2Fsdata.2017.1,data/raw/references/crossref_20260925T080321Z/tatem2017worldpop.json,37577,42a0f1ca7f05b405deea50e0ca112e9cd48d0a44da3e430dda18dfe9f2bce31c,complete
crossref_20260925T080321Z,hersbach2020era5,10.1002/qj.3803,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1002%2Fqj.3803,data/raw/references/crossref_20260925T080321Z/hersbach2020era5.json,42688,4ea64e05da1a874c81eb9747ddfa25ce86ba78f7d074f46289e4cb812be84b36,complete
crossref_20260925T080321Z,dinapoli2021era5heat,10.1002/gdj3.102,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1002%2Fgdj3.102,data/raw/references/crossref_20260925T080321Z/dinapoli2021era5heat.json,11333,195d1badd6c99faf124978b17b94f7fc4835562e55dca5fa580d00cfbac888c9,complete
crossref_20260925T080321Z,flanner2009anthropogenic,10.1029/2008GL036465,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1029%2F2008GL036465,data/raw/references/crossref_20260925T080321Z/flanner2009anthropogenic.json,5555,25000842405a9e9dc61e4dc00d5c5e3f3b3df97d8728ba9b88aaf14691256c6b,complete
crossref_20260925T080321Z,chen2004anthropogenic,10.1029/2004GL019852,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1029%2F2004GL019852,data/raw/references/crossref_20260925T080321Z/chen2004anthropogenic.json,5535,0d9ba3af97d68aa6b8afda284a76a3bb76b04c279075f097ee89677ebbc96040,complete
crossref_20260925T080321Z,li2022allocation,10.1016/j.cie.2022.108448,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.cie.2022.108448,data/raw/references/crossref_20260925T080321Z/li2022allocation.json,16957,36667968b2d3ee6db0db5aa149b5d001433b5e38f308b8bc2b4e3dcd7208b875,complete
crossref_20260925T080321Z,guelpa2019storage,10.1016/j.apenergy.2019.113474,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.apenergy.2019.113474,data/raw/references/crossref_20260925T080321Z/guelpa2019storage.json,86821,87ba43fe8cc60535a25ca128cc120e2aa560362e746ac4c3d7fb879652742f35,complete
crossref_20260925T080321Z,lund2014district,10.1016/j.energy.2014.02.089,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.energy.2014.02.089,data/raw/references/crossref_20260925T080321Z/lund2014district.json,24783,2b01980ae93d1a4c3c5264a3c02e88838fb1fb1e4e1149405addec8a08fe4ac0,complete
crossref_20260925T080321Z,peyre2019transport,10.1561/2200000073,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1561%2F2200000073,data/raw/references/crossref_20260925T080321Z/peyre2019transport.json,117801,27bb6e79408dad210a12f92013ffd3a86b801749470b279f69bd389fa2f92f86,complete
crossref_20260925T080321Z,john2022oceanmover,10.1098/rspa.2021.0875,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1098%2Frspa.2021.0875,data/raw/references/crossref_20260925T080321Z/john2022oceanmover.json,16264,3a9ef2ba1978c2b4705150cd07a5ad6b44cefe9e336cdc2eb7925f06a3fccbaa,complete
crossref_20260925T080321Z,parno2019seaice,10.1029/2019GL083037,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1029%2F2019GL083037,data/raw/references/crossref_20260925T080321Z/parno2019seaice.json,8569,555eacff8aacb487fe61eefdf4ef402a95fd88586389cfb98d3c0d8cafac4319,complete
crossref_20260925T080321Z,vissio2020wasserstein,10.1029/2020GL089385,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1029%2F2020GL089385,data/raw/references/crossref_20260925T080321Z/vissio2020wasserstein.json,10567,28162cdaa6c5b688efd26e27ef9e632ebacb33760af364d5bf3f73a036bbdef1,complete
crossref_20260925T080321Z,buzan2015heatstress,10.5194/gmd-8-151-2015,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.5194%2Fgmd-8-151-2015,data/raw/references/crossref_20260925T080321Z/buzan2015heatstress.json,37639,7e6b619009ff45a0310fc61ad59aadd9465eeba7893287d51def36379068df90,complete
crossref_20260925T080321Z,liljegren2008wbgt,10.1080/15459620802310770,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1080%2F15459620802310770,data/raw/references/crossref_20260925T080321Z/liljegren2008wbgt.json,5117,858b95bbc956d42cabe499ed7b1ce90de49d8bac2cec28e0894cac481509ea1d,complete
crossref_20260925T080321Z,stull2011wetbulb,10.1175/JAMC-D-11-0143.1,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1175%2FJAMC-D-11-0143.1,data/raw/references/crossref_20260925T080321Z/stull2011wetbulb.json,3745,a6e4b26606948dc3de489d148dd0db9f7c4db72d4811a14563525731adc661f8,complete
crossref_20260925T080321Z,raymond2020heat,10.1126/sciadv.aaw1838,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1126%2Fsciadv.aaw1838,data/raw/references/crossref_20260925T080321Z/raymond2020heat.json,9086,12c3070c8d9eb96d140b91491036af0c6ddb749e008c537e8f93e934bbdb9ee9,complete
crossref_20260925T080321Z,mora2017deadlyheat,10.1038/nclimate3322,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1038%2Fnclimate3322,data/raw/references/crossref_20260925T080321Z/mora2017deadlyheat.json,16990,8607c40aac7a073e62f5677a0de5176ffe5d5d8e6c4f0cd2164ee96f122962c8,complete
crossref_20260925T080321Z,loeb2018ceres,10.1175/JCLI-D-17-0208.1,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1175%2FJCLI-D-17-0208.1,data/raw/references/crossref_20260925T080321Z/loeb2018ceres.json,10838,1dd2889052421158c620e3be0226485c1c5340b0b01f57257703d85b02d14f9e,complete
crossref_20260925T080321Z,raman2014radiative,10.1038/nature13883,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1038%2Fnature13883,data/raw/references/crossref_20260925T080321Z/raman2014radiative.json,16368,b738689decfe041d78e5a590919f2742cf67330adaeb5b11f38ccbc1cdd75a4d,complete
crossref_20260925T080321Z,zhai2017radiative,10.1126/science.aai7899,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1126%2Fscience.aai7899,data/raw/references/crossref_20260925T080321Z/zhai2017radiative.json,9913,ffb2af56d2c333f05fbb1f8aa373cfc7bdd56f4a425ee4a2053b8a4556c87600,complete
crossref_20260925T080321Z,chertow2007symbiosis,10.1162/jiec.2007.1110,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1162%2Fjiec.2007.1110,data/raw/references/crossref_20260925T080321Z/chertow2007symbiosis.json,16179,ad6f5dd0a092a4306ef247cb2f72334f3140ccff34b7d143bd3d20c54ad29689,complete
crossref_20260925T080321Z,steffen2015boundaries,10.1126/science.1259855,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1126%2Fscience.1259855,data/raw/references/crossref_20260925T080321Z/steffen2015boundaries.json,29266,966d08f575fdd437783a304baaa4daaa1d8d5dd3e6adea34c7b1516023482f99,complete
crossref_20260925T080321Z,hellweg2014lca,10.1126/science.1248361,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1126%2Fscience.1248361,data/raw/references/crossref_20260925T080321Z/hellweg2014lca.json,11331,f6e5a9215ee801595d5a66b2faca1823fa76167bdb31f5aaff12db9a82b1ae9d,complete
crossref_20260925T080321Z,finnveden2009lca,10.1016/j.jenvman.2009.06.018,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.jenvman.2009.06.018,data/raw/references/crossref_20260925T080321Z/finnveden2009lca.json,76498,66c0b468ac323f9a8690ba6dc9d1f3fd402d13f44ede4690da86a8ae36a54463,complete
crossref_20260925T080321Z,laurent2012carbonfootprint,10.1021/es204163f,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1021%2Fes204163f,data/raw/references/crossref_20260925T080321Z/laurent2012carbonfootprint.json,15378,4f460ee6fe613c151bac5b28329d46908ae05bfcd07c4ff05bad38efeb4b5eab,complete
crossref_20260925T080321Z,zink2017rebound,10.1111/jiec.12545,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1111%2Fjiec.12545,data/raw/references/crossref_20260925T080321Z/zink2017rebound.json,13649,4c307f4482de96b02765b0a4b1ca485e43c0ab84f91c321c6ad5f1cff5845157,complete
crossref_20260925T080321Z,korhonen2018circular,10.1016/j.ecolecon.2017.06.041,2026-09-25T08:03:21+00:00,https://api.crossref.org/works/10.1016%2Fj.ecolecon.2017.06.041,data/raw/references/crossref_20260925T080321Z/korhonen2018circular.json,24324,95135a3768bce7b0be798edd9b4b9b578983ffd1a33b66072cc8b3b170163229,complete
