analysis,scenario,transport_penalty_per_gj_km,storage_penalty_per_gj_step,maximum_distance_km,maximum_lag_steps,source_time,sink_time,source_latitude,source_longitude,sink_latitude,sink_longitude,source_country,sink_country,source_population,sink_population,source_marginal_benefit,sink_marginal_burden,distance_km,transport_penalty,storage_penalty,net_benefit,relocation_dominates,source_flags,sink_flags,evaluated_sources
temporal,primary_same_location_storage,0.0,0.0,0.0,1,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,0.0,512.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,0.01,0.0,1,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,0.01,512.7640478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,0.1,0.0,1,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,0.1,512.6740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,1.0,0.0,1,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,1.0,511.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,10.0,0.0,1,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,10.0,502.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,100.0,0.0,1,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,100.0,412.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,300.0,0.0,1,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,300.0,212.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,0.0,0.0,2,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,0.0,512.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,0.01,0.0,2,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,0.01,512.7640478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,0.1,0.0,2,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,0.1,512.6740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,1.0,0.0,2,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,1.0,511.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,10.0,0.0,2,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,10.0,502.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,100.0,0.0,2,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,100.0,412.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,300.0,0.0,2,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,300.0,212.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,0.0,0.0,3,2023-05-08T00:00:00,2023-05-08T18:00:00,23.809200286865234,90.0,23.809200286865234,90.0,Bangladesh,Bangladesh,70240470.9212153,70240470.9212153,562.3046264648438,38.30112838745117,0.0,0.0,0.0,524.0034980773926,True,,local_night,vectorized exact
temporal,primary_same_location_storage,0.0,0.01,0.0,3,2023-05-08T00:00:00,2023-05-08T18:00:00,23.809200286865234,90.0,23.809200286865234,90.0,Bangladesh,Bangladesh,70240470.9212153,70240470.9212153,562.3046264648438,38.30112838745117,0.0,0.0,0.03,523.9734980773926,True,,local_night,vectorized exact
temporal,primary_same_location_storage,0.0,0.1,0.0,3,2023-05-08T00:00:00,2023-05-08T18:00:00,23.809200286865234,90.0,23.809200286865234,90.0,Bangladesh,Bangladesh,70240470.9212153,70240470.9212153,562.3046264648438,38.30112838745117,0.0,0.0,0.30000000000000004,523.7034980773926,True,,local_night,vectorized exact
temporal,primary_same_location_storage,0.0,1.0,0.0,3,2023-05-08T00:00:00,2023-05-08T18:00:00,23.809200286865234,90.0,23.809200286865234,90.0,Bangladesh,Bangladesh,70240470.9212153,70240470.9212153,562.3046264648438,38.30112838745117,0.0,0.0,3.0,521.0034980773926,True,,local_night,vectorized exact
temporal,primary_same_location_storage,0.0,10.0,0.0,3,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,10.0,502.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,100.0,0.0,3,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,100.0,412.7740478515625,True,local_winter,local_winter,vectorized exact
temporal,primary_same_location_storage,0.0,300.0,0.0,3,2023-02-24T06:00:00,2023-02-24T12:00:00,23.809200286865234,88.125,23.809200286865234,88.125,India,India,43158447.22377634,43158447.22377634,512.7740478515625,0.0,0.0,0.0,300.0,212.7740478515625,True,local_winter,local_winter,vectorized exact
joint,primary_spatiotemporal,0.0,0.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,44.76110076904297,135.0,Bangladesh,Russia,70240470.9212153,79620.15979094617,777.7644653320312,0.0,4665.747235010652,0.0,0.0,777.7644653320312,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0,0.01,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,44.76110076904297,135.0,Bangladesh,Russia,70240470.9212153,79620.15979094617,777.7644653320312,0.0,4665.747235010652,0.0,0.0,777.7644653320312,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0,0.1,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,44.76110076904297,135.0,Bangladesh,Russia,70240470.9212153,79620.15979094617,777.7644653320312,0.0,4665.747235010652,0.0,0.0,777.7644653320312,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0,1.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,44.76110076904297,135.0,Bangladesh,Russia,70240470.9212153,79620.15979094617,777.7644653320312,0.0,4665.747235010652,0.0,0.0,777.7644653320312,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0,10.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,44.76110076904297,135.0,Bangladesh,Russia,70240470.9212153,79620.15979094617,777.7644653320312,0.0,4665.747235010652,0.0,0.0,777.7644653320312,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0,100.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,44.76110076904297,135.0,Bangladesh,Russia,70240470.9212153,79620.15979094617,777.7644653320312,0.0,4665.747235010652,0.0,0.0,777.7644653320312,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0,300.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,44.76110076904297,135.0,Bangladesh,Russia,70240470.9212153,79620.15979094617,777.7644653320312,0.0,4665.747235010652,0.0,0.0,777.7644653320312,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-06,0.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,0.00028406541550264906,0.0,777.7641812666158,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,1e-06,0.01,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.0004235866007409235,0.0,777.7640417454305,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-06,0.1,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.0004235866007409235,0.0,777.7640417454305,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-06,1.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.0004235866007409235,0.0,777.7640417454305,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-06,10.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.0004235866007409235,0.0,777.7640417454305,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-06,100.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.0004235866007409235,0.0,777.7640417454305,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-06,300.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.0004235866007409235,0.0,777.7640417454305,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-05,0.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,0.0028406541550264914,0.0,777.7616246778762,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,1e-05,0.01,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.004235866007409236,0.0,777.7602294660238,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-05,0.1,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.004235866007409236,0.0,777.7602294660238,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-05,1.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.004235866007409236,0.0,777.7602294660238,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-05,10.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.004235866007409236,0.0,777.7602294660238,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-05,100.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.004235866007409236,0.0,777.7602294660238,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1e-05,300.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.004235866007409236,0.0,777.7602294660238,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0001,0.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,0.02840654155026491,0.0,777.736058790481,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.0001,0.01,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.04235866007409236,0.0,777.7221066719571,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0001,0.1,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.04235866007409236,0.0,777.7221066719571,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0001,1.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.04235866007409236,0.0,777.7221066719571,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0001,10.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.04235866007409236,0.0,777.7221066719571,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0001,100.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.04235866007409236,0.0,777.7221066719571,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.0001,300.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.04235866007409236,0.0,777.7221066719571,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.001,0.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,0.28406541550264913,0.0,777.4803999165287,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.001,0.01,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,0.28406541550264913,0.03,777.4503999165287,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.001,0.1,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.4235866007409235,0.0,777.3408787312903,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.001,1.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.4235866007409235,0.0,777.3408787312903,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.001,10.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.4235866007409235,0.0,777.3408787312903,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.001,100.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.4235866007409235,0.0,777.3408787312903,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.001,300.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,0.4235866007409235,0.0,777.3408787312903,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.01,0.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,2.840654155026491,0.0,774.9238111770047,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.01,0.01,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,2.840654155026491,0.03,774.8938111770047,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.01,0.1,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,2.840654155026491,0.30000000000000004,774.6238111770048,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.01,1.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,4.235866007409236,0.0,773.5285993246221,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.01,10.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,4.235866007409236,0.0,773.5285993246221,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.01,100.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,4.235866007409236,0.0,773.5285993246221,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.01,300.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,4.235866007409236,0.0,773.5285993246221,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.1,0.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,28.40654155026491,0.0,749.3579237817663,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.1,0.01,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,28.40654155026491,0.03,749.3279237817663,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.1,0.1,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,28.40654155026491,0.30000000000000004,749.0579237817664,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.1,1.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,91.875,Bangladesh,India,70240470.9212153,21968380.82665521,777.7644653320312,0.0,284.0654155026491,28.40654155026491,3.0,746.3579237817663,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,0.1,10.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,42.358660074092356,0.0,735.4058052579389,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.1,100.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,42.358660074092356,0.0,735.4058052579389,True,,,branch-and-bound exact
joint,primary_spatiotemporal,0.1,300.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T00:00:00,23.809200286865234,90.0,27.618600845336914,90.0,Bangladesh,Bhutan,70240470.9212153,1328528.595722762,777.7644653320312,0.0,423.58660074092353,42.358660074092356,0.0,735.4058052579389,True,,,branch-and-bound exact
joint,primary_spatiotemporal,1.0,0.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,90.0,Bangladesh,India,70240470.9212153,31476840.39032942,777.7644653320312,9.41666316986084,211.79319432656976,211.79319432656976,0.0,556.5546078356007,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,1.0,0.01,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,90.0,Bangladesh,India,70240470.9212153,31476840.39032942,777.7644653320312,9.41666316986084,211.79319432656976,211.79319432656976,0.03,556.5246078356007,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,1.0,0.1,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,90.0,Bangladesh,India,70240470.9212153,31476840.39032942,777.7644653320312,9.41666316986084,211.79319432656976,211.79319432656976,0.30000000000000004,556.2546078356007,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,1.0,1.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,90.0,Bangladesh,India,70240470.9212153,31476840.39032942,777.7644653320312,9.41666316986084,211.79319432656976,211.79319432656976,3.0,553.5546078356007,True,,local_night,branch-and-bound exact
joint,primary_spatiotemporal,1.0,10.0,5000.0,3,2023-06-05T00:00:00,2023-06-05T18:00:00,23.809200286865234,90.0,25.713899612426758,90.0,Bangladesh,India,70240470.9212153,31476840.39032942,777.7644653320312,9.41666316986084,211.79319432656976,211.79319432656976,30.0,526.5546078356007,True,,local_night,branch-and-bound exact
